GEO.id,GEO.id2,GEO.display-label,GCT_STUB.target-geo-id,GCT_STUB.target-geo-id2,GCT_STUB.display-label,GCT_STUB.display-label,HD01,HD02,SUBHD0301,SUBHD0302,SUBHD0303,SUBHD0401,SUBHD0402
Id,Id2,Geography,Target Geo Id,Target Geo Id2,Geographic area,Geographic area,Population,Housing units,Area in square miles - Total area,Area in square miles - Water area,Area in square miles - Land area,Density per square mile of land area - Population,Density per square mile of land area - Housing units
0500000US06037,06037,"Los Angeles County, California",1400000US06037113422,06037113422,Los Angeles County - Census Tract 1134.22,Census Tract 1134.22,6057,2158,0.59,0.00,0.59,10303.6,3671.0
0500000US06037,06037,"Los Angeles County, California",1400000US06037115101,06037115101,Los Angeles County - Census Tract 1151.01,Census Tract 1151.01,5046,1724,1.50,0.00,1.50,3366.2,1150.1
0500000US06037,06037,"Los Angeles County, California",1400000US06037115103,06037115103,Los Angeles County - Census Tract 1151.03,Census Tract 1151.03,2776,31,0.59,0.00,0.59,4724.9,52.8
0500000US06037,06037,"Los Angeles County, California",1400000US06037115104,06037115104,Los Angeles County - Census Tract 1151.04,Census Tract 1151.04,4444,2117,0.39,0.00,0.39,11282.2,5374.5
0500000US06037,06037,"Los Angeles County, California",1400000US06037115201,06037115201,Los Angeles County - Census Tract 1152.01,Census Tract 1152.01,6437,2911,0.53,0.00,0.53,12225.0,5528.5
0500000US06037,06037,"Los Angeles County, California",1400000US06037115202,06037115202,Los Angeles County - Census Tract 1152.02,Census Tract 1152.02,4828,1951,0.67,0.00,0.67,7196.8,2908.2
0500000US06037,06037,"Los Angeles County, California",1400000US06037115301,06037115301,Los Angeles County - Census Tract 1153.01,Census Tract 1153.01,4156,1766,0.63,0.01,0.63,6637.2,2820.3
0500000US06037,06037,"Los Angeles County, California",1400000US06037115302,06037115302,Los Angeles County - Census Tract 1153.02,Census Tract 1153.02,4351,1025,0.32,0.00,0.32,13528.5,3187.0
0500000US06037,06037,"Los Angeles County, California",1400000US06037115401,06037115401,Los Angeles County - Census Tract 1154.01,Census Tract 1154.01,5776,2055,0.74,0.00,0.74,7852.3,2793.7
0500000US06037,06037,"Los Angeles County, California",1400000US06037115403,06037115403,Los Angeles County - Census Tract 1154.03,Census Tract 1154.03,3188,1045,0.27,0.00,0.27,11732.8,3845.9
